"Prod_Id","Prod_Descripcion","Prod_ProvId"
"2193","BOCA LLAVE CROSSMAN HEXAGONAL 1/2 16MM","100"
"2194","BOCA LLAVE CROSSMAN HEXAGONAL 1/2 17MM","100"
"2195","BOCA LLAVE CROSSMAN HEXAGONAL 1/2 21MM","100"
"2196","BOCA LLAVE CROSSMAN HEXAGONAL 1/2 24MM","100"
"2197","CABLE DESNUDO DE 19 HILOS - 1 X","51"
"2198","CABLE DESNUDO DE 19 HILOS - 1 X","51"
"2199","CABLE DESNUDO DE 19 HILOS 1 X","51"
"2200","CAMPANILLA TELEFONICA AUXILIAR CON LUZ","52"
"2201","CAPSULADO CIOCCA 1 PUNTO + 1 TOMA 10 A","23"
"2202","CHICOLETA P V C 3 / 8 "" CORTA ( 8 MM )","70"
"2203","CINTA METRICA PLANA AUTOADHESIVA 1 MT.","89"
"2204","COLGANTE CILINDRO CON BANDA E27 BLANCO","1"
"2205","COLGANTE LINEA RALLE 2 LUCES - CARILUX","19"
"2206","COLGANTE LINEA RALLE 3 LUCES - CARILUX","19"
"2207","COLGANTE LINEA RALLE 4 LUCES - CARILUX","19"
"2208","COMBINACION MODULO - SIGLO 21 - CAMBRE","15"
"2209","COMBINACION UNIPOLAR 220 V 10 A BLANCO","57"
"2210","COMBINACION UNIPOLAR 220 V 10 A MARFIL","57"
"2211","CONJUNTO ARMADO PVC BLANCO O NEGRO E27","1"
"2212","CONTACTOR MONTERO 9 A MC1 - 09-10 E H5","74"
"2213","CRUCETA P/ FIJACION O CAJA BOXER / FOX","7"
"2214","CURVA ""T"" PLANA ROKER 14MM X 7MM","92"
"2215","CURVA 90º PLANA ROKER 14MM X 7MM","92"
"2216","CURVA EXTERNA ROKER 18MM X 21MM","92"
"2217","CURVA EXTERNA ROKER 20MM X 10MM","92"
"2218","CURVA EXTERNA ROKER 20MM X 10MM","92"
"2219","CURVA EXTERNA ROKER 40MM X 30MM","92"
"2220","CURVA INTERNA ROKER 18MM X 21MM","92"
"2221","CURVA INTERNA ROKER 20X10","92"
"2222","CURVA INTERNA ROKER 20X10","92"
"2223","DAKOTA FAROL CHICO (EXAG.CH.)","18"
"2224","DIFUSOR REDONDO P / LAMPARA GU 10 1 AS","36"
"2225","DIFUSOR POLICARB. P/BOXER - FOX 105 W-","7"
"2226","DIMMER PARA VENTILADOR DE TECHO - GRIS","15"
"2227","DISYUNTOR BAW DIFERENCIAL BIPOLAR","40"
"2228","DISYUNTOR BAW DIFERENCIAL BIPOLAR","40"
"2229","DISYUNTOR BAW DIFERENCIAL BIPOLAR","40"
"2230","DISYUNTOR DIFERENCIAL + TERMICA  BAW","40"
"2231","DULUX PL-C 18 W / 840 2 PINS - PHILIPS","108"
"2232","DULUX PL-C 18 W / 840 4 PINS - PHILIPS","108"
"2233","DULUX PL-C 26 W / 840 2 PINS - MP LAMP","45"
"2234","DULUX PL-C 26 W / 840 2 PINS - PHILIPS","108"
"2235","DULUX PL-C 26 W / 840 4 PINS - PHILIPS","108"
"2236","DULUX PL-C 36 W / 840 2 PINS - MP LAMP","45"
"2237","DULUX PL-L 840 4 PINS - PHILIPS","108"
"2238","DULUX PL-S 11 W / 840 2 PINS - PHILIPS","108"
"2239","EMBUTIDO GU 10 MOVIL 100 Ø","1"
"2240","EMBUTIDO MOVIL CUADRADO","1"
"2241","EMBUTIDO REDONDO LOUVER DP 2XE27 234 Ø","1"
"2242","ESMALTE SINTeTICO TRIPLE ACCION 250 CC","96"
"2243","ESMALTE SINTeTICO TRIPLE ACCION 500 CC","96"
"2244","ESMALTE SINTeTICO SECADO RAPIDO 500 CC","96"
"2245","FAROL 225/1 APLIQUE GLOBO 12X25 CM","49"
"2246","FAROL 1131 LINEA 1100 CABEZAL S/ POSTE","49"
"2247","FAROL ROMA 6 LADOS P/PARED","79"
"2248","FAROL TRES CARAS RECTANGULAR E27 NEGRO","1"
"2249","FENIX REFLECTOR REDONDO 2XE27 ALUMINIO","7"
"2250","FICHA CONECTOR PLUG PAL LATERAL 75 OHM","45"
"2251","FICHA HEMBRA BI POLAR CON TIERRA BIUSO (L40)","71"
"2252","FRANCESA - LLAVE AJUSTABLE 10 "" 254 MM","100"
"2253","FRANCESA - LLAVE AJUSTABLE 12 "" 305 MM","100"
"2254","GLASS COLGANTE 4L C/TULIPA CRISTAL G-9","27"
"2256","GRAMPA KALOP Nº 10 X CAJA - KALOP 1003","202"
"2257","GRAMPA KALOP Nº 12 X CAJA - KALOP 1024","202"
"2258","GRAMPA KALOP Nº 15 X CAJA - KALOP 1025","202"
"2259","GRAMPA KALOP Nº 16 X CAJA - KALOP 1026","202"
"2260","INTERRUPTOR UNIPOLAR 220 V 10 A MARFIL","57"
"2261","LAMPARA DICROICA 30 LEDS BLANCO CALIDO","52"
"2262","LAMPARA LED GU10 1.5W 220V 18 LED AZUL","79"
"2263","LAMPARA TUBULAR P/EXTRAC. AIRE 40W E14","52"
"2264","LEDS TIRA FLEXIBLE X 48 CILINDRICO 12V","52"
"2265","LINEA ANTIQUE PATINADO LAMPARA DE MESA","25"
"2266","LINEA ANTONELLA P/ G9 LISTON 28 CM 2 L","25"
"2267","LINEA ANTONELLA P/ G9 LISTON 66 CM 3 L","25"
"2268","LINEA COUNTRY APLIQUE 1 L TULIPA 15 CM","25"
"2269","LINEA COUNTRY APLIQUE 2 L TULIPA 15 CM","25"
"2270","LINEA EXTENSIBLE 1 BRAZOS - ORO/PLATIL","25"
"2271","LINEA EXTENSIBLE 2 BRAZOS - ORO/PLATIL","25"
"2272","LINEA NOVA VELADOR PLATIL - CAOBA MATE","25"
"2273","LINEA ROMaNTICA ARAÑA 12 L ( CROMADO )","25"
"2274","LOUVER NEGRO P/BOXER / FOX 36 W. NEGRO","7"
"2275","LUNA PLAFON VIDRIO REDONDO OPAL","27"
"2276","MARTILLO CARPINTERO -CABO MADERA 18 MM","100"
"2277","MARTILLO CARPINTERO -CABO MADERA 20 MM","100"
"2278","MARTILLO CARPINTERO -CABO MADERA 22 MM","100"
"2279","MARTILLO CARPINTERO -CABO MADERA 25 MM","100"
"2280","MERCURIO HALOGENADO DOBLE CONTACTO 70W","40"
"2281","MEZCLADORA BAW 160 W OVOIDAL E27 220 V","40"
"2282","MEZCLADORA BAW 250 W OVOIDAL E27 220 V","40"
"2283","MEZCLADORA BAW 250 W OVOIDAL E40 220 V","40"
"2284","MONOVOLUMEN MINI BI PIN 12V 20W PLATIL","1"
"2285","OJO DE BUEY REDONDO 15 MM 220 V - ROJO","52"
"2286","OVAL TORTUGA DE ALUMINIO GRANDE","7"
"2287","PERFORADORA DE PIE 16 MM - DOWEN PAGIO","100"
"2288","PERFUME SATINADA MIGNON 15 W - PHILIPS","108"
"2289","PERFUME SATINADA MIGNON 25 W - PHILIPS","108"
"2290","PINZA UNIVERSAL 10 "" 254 MM - CROSSMAN","100"
"2291","PLUS TORTUGA DE ALUMINIO GRANDE","7"
"2292","PORTALAMPARA VELA MADERA MIGNON 6.5 CM","70"
"2293","PRESERVADOR CURADOR SOLVENTE 10 LITROS","64"
"2294","PRESERVADOR CURADOR SOLVENTE 18 LITROS","64"
"2295","PROTECTOR DE SOBRE TENSION P/TELEFONOS","15"
"2296","PROTECTOR P / MADERA TBM 40 100 LITROS","64"
"2297","PROTECTOR P / MADERA TBM 40 200 LITROS","64"
"2298","PROTECTOR PARA RAYOS O DESCARGA ELECT.","15"
"2299","PROYECTOR METALIZ. P/BOXER - FOX 18 W-","7"
"2300","PROYECTOR METALIZ. P/BOXER - FOX 36 W-","7"
"2301","PROYECTOR TACHO E27 MASTERCOLOUR CDM-R","1"
"2302","PULSADOR MINI ( NORMAL CERRADO ) NEGRO","45"
"2303","PULSADOR MODULO SIGLO X X I I - CAMBRE","15"
"2304","PUNTERA PLANA ROKER 18MM X 21MM","92"
"2305","PUNTERA PLANA ROKER 20MM X 10MM","92"
"2306","PUNTERA PLANA ROKER 20MM X 10MM","92"
"2307","PUNTERA PLANA ROKER 40MM X 16MM","92"
"2308","PUNTERA PLANA ROKER 40MM X 30MM","92"
"2309","PUNTO JELUZ UNIPOLAR 220 V 10 A BLANCO","57"
"2310","PUNTO JELUZ UNIPOLAR 220 V 10 A MARFIL","57"
"2311","QUADRA EMBUTIDO CUADRADO G5.3","7"
"2313","ROKER CAJA P/ TERMICA 16 BOCAS EMBUTIR","92"
"2314","ROKER CAJA P/ TERMICA 22 BOCAS EMBUTIR","92"
"2315","ROKER CAJA P/ TERMICA 28 BOCAS EMBUTIR","92"
"2316","ROTULA P / UNION EN ""T"" P/ BOXER - FOX","7"
"2317","SIERRA INGLETADORA 255 M - DOWEN PAGIO","100"
"2318","SIRIA TORTUGA DE ALUMINIO CHICA","7"
"2319","SIRIA TORTUGA DE ALUMINIO GRANDE","7"
"2320","SPOT 1 LUZ ECONOMICO","31"
"2321","SPOT 1 LUZ ECONOMICO","31"
"2322","SPOT EMBUTIR C/MOVIMIENTO DICRO BLANCO","31"
"2323","SPOT EMBUTIR C/MOVIMIENTO DICRO PLATIL","31"
"2324","SPOT EMBUTIR S/MOVIMIENTO DICRO BLANCO","31"
"2325","SPOT EMBUTIR S/MOVIMIENTO DICRO PLATIL","31"
"2326","CARDANICO APLICAR AR111","18"
"2327","SUBTERRaNEO NORMALIZADO 3 X 25 + 16 MM","21"
"2328","SUBTERRaNEO NORMALIZADO 3 X 35 + 16 MM","21"
"2329","SUBTERRaNEO NORMALIZADO 3 X 50 + 25 MM","21"
"2330","SUBTERRaNEO NORMALIZADO 3 X 70 + 35 MM","21"
"2331","SUBTERRaNEO NORMALIZADO 3 X 95 + 50 MM","21"
"2332","TAKO APLIQUE BIFOCAL C/ZOC.G9.ALUMINIO","7"
"2333","TAPA JELUZ SOPORTE MODENA 5 X 10 CROMO","57"
"2334","TAPA CAMBRE 1 MODULO SIGLO 21 - CAMBRE","15"
"2335","TAPA CIEGA RECTANGULAR 5X10 - MIG MAVI","71"
"2336","TAPA MIGNON 1 MODULO SIGLO XXII BLANCA","15"
"2337","TAPA REGINA MIGNON PARA BASTIDOR 5 X 5 MARFIL","57"
"2338","TEL-DRY T4 AGUJA 6X2.1/4 ESTUCHE X 200","20"
"2339","TERMICA MERLIN GERIN BIPOLAR 40 A","102"
"2340","TERMICA MERLIN GERIN BIPOLAR 50 - 63 A","102"
"2341","TERMICA SIEMENS BIPOLAR","102"
"2342","TERMICA SIEMENS BIPOLAR","102"
"2343","TERMICA SIEMENS BIPOLAR","102"
"2344","TERMICA SIEMENS BIPOLAR","102"
"2345","TERMICA SIEMENS BIPOLAR","102"
"2346","TERMICA SIEMENS BIPOLAR","102"
"2347","TERMICA SIEMENS BIPOLAR","102"
"2348","TERMICA SIEMENS BIPOLAR","102"
"2349","TERMICA SIEMENS TRIPOLAR","102"
"2350","TERMICA SIEMENS UNIPOLAR","102"
"2351","TERMINAL LATON PALA HEMBRA Nº 224 5 MM","61"
"2352","TIRA LED FLEXIBLE 5 MTS. RGB IP65 120º","52"
"2353","TOMA CAMBRE BIPOLAR "" DOBLE "" - CAMBRE","15"
"2354","TORTUGA OVAL - ALUMINIO- 100 W C/ REJA","16"
"2355","TORTUGA OVAL - ALUMINIO- 100 W S/ REJA","16"
"2356","TORTUGA RECTANGULAR CON VICERA","18"
"2357","TORTUGA RECTANGULAR CON VISERA","18"
"2358","TRANSFORMADOR MECANICO DICRO 12 V 20 W","101"
"2359","TRANSFORMADOR MECANICO DICRO 12 V 50 W","101"
"2360","TURBINA 220V 3"" CON RULEMAN (80*80*25)","52"
"2361","VOLTIMETRO ANALOGICO BAW 300VCA CL 1.5","40"
"2362","VOLTIMETRO ANALOGICO BAW 500VCA CL 1.5","40"
"2363","ZOCALO TIPO NEMA CON ESCUADRA FIJACION","40"
"2364","ABRAZADERA P/ CAÑO PILAR PKD - 30 - LCT","61"
"2365","ACUATIC REPUESTO GANCHO METaLICO X UNID","7"
"2366","ACUATIC REPUESTO GANCHO PLaSTICO X UNID","7"
"2367","ADAPTADOR TV ""F"" MACHO ROSCA A JACK PAL","45"
"2368","AEROSOL KRYLON 3 EN 1 - 284 GR - BLANCO","89"
"2369","AEROSOL KRYLON FLUOR NARANJA - 235 GR -","89"
"2370","AEROSOL KRYLON PLASTICO ROJO - 235 GR -","89"
"2371","ALLEGRO CABEZAL BIPIN GY6.35","18"
"2372","AMOLADORA DE BANCO 150 MM - DOWEN PAGIO","100"
"2373","AMPLIFICADOR DE POTENCIA RGB 12V (2955)","52"
"2374","APLIQUE CONO VIDRIO SATINADO 1 LUZ GRIS","13"
"2375","APLIQUE MEDIA LUNA 2 LUCES - ELECTROMAR","36"
"2376","APLIQUE MEDIA LUNA 3 LUCES - ELECTROMAR","36"
"2377","APLIQUE MINI PRISMA UNIDIRECCIONAL GU10 NEGRO","1"
"2378","APPLE COLGANTE OPAL SAT Ø 200 MM.","27"
"2379","BAJO CONSUMO BAW ESPIRALADA","40"
"2380","BAJO CONSUMO BAW ESPIRALADA","40"
"2381","BAJO CONSUMO BAW ESPIRALADA","40"
"2382","BAJO CONSUMO ECOHOME VELA STICK","108"
"2383","BAJO CONSUMO PARA REFLECTOR R7S","40"
"2384","BALASTO/EQUIPO CAPSULADO EXTERIOR 150 W","101"
"2385","BALASTO/EQUIPO CAPSULADO EXTERIOR 250 W","101"
"2386","BALASTO/EQUIPO CAPSULADO EXTERIOR 400 W","101"
"2387","BASE KALOP INDUSTRIAL 2 X 16 A + TIERRA","202"
"2388","BASTIDOR JELUZ 15081 MIGNON 5 X 5 JELUZ","57"
"2389","BATERIA 6 VOLT P/ LUZ DE EMERGENCIA GEL","81"
"2390","BOBINA PARA CONTACTOR TM 220V CA BO-C01","74"
"2391","BOBINA P/CONTACTOR 32/38 TM 24V CA BO-C2","74"
"2392","BOBINA PARA CONTACTOR TM 380V CA BO-C01","74"
"2393","BOCA LLAVE CROSSMAN HEXAGONAL 1/2 32 MM","100"
"2394","BOCA LLAVES CROSSMAN HEXAGONAL 3/4 32MM","100"
"2395","BUBU SPOT 1 L C/ PINZA CONO METALICO","27"
"2396","CABEZAL G53 AR111 CONICO NEGROTEXTURADO","1"
"2397","CABLE DESNUDO DE 19 HILOS - 1 X","51"
"2398","CABLE DESNUDO DE 37 HILOS - 1 X","51"
"2399","CABLE DESNUDO DE 37 HILOS 1 X","51"
"2400","CABLE DESNUDO DE 61 HILOS 1 X","51"
"2401","INTERLOCK 2 PATAS CHATAS /HEMBRA 8","85"
"2402","CABLE TV ARMADO M-PIN FINO / M-PIN FINO","52"
"2403","CAÑO PILAR DOBLE AISLADO PESADO","114"
"2404","CEPILLO DE ALAMBRE ( DE MANO LATONADO )","89"
"2405","CHICOLETA BRONCE 3 / 8 "" CORTA ( 8 MM )","70"
"2406","COLGANTE MORENA C/PANTALLA 9-15","36"
"2407","CONTACTOR MONTERO 12 A MC1 - 12-10 E H5","74"
"2408","CONTACTOR MONTERO 16 A MC1 - 16-10 E H5","74"
"2409","CONTACTOR MONTERO 22 A MC1 22-10 E H5 (2020)","74"
"2410","CONTACTOR MONTERO 32 A MC1 - 16-10 E H5","74"
"2411","CONTACTOR MONTERO 38 A MC1 - 16-10 E H5","74"
"2412","CURVA ""T"" PLANA ROKER 14MM X 7MM MADERA","92"
"2413","CURVA ""T"" PLANA ROKER 20MM X 10MM","92"
"2414","CURVA 90º PLANA ROKER 14MM X 7MM","92"
"2415","CURVA 90º PLANA ROKER 14MM X 7MM","92"
"2416","CURVA 90º PLANA ROKER 20MM X 10MM","92"
"2417","DESTELLO INHIBIDOR LAMPARA FLUORESCENTE","57"
"2418","DESTORNILLADOR PHILIPS 4360- 125 IRIMO AZUL","89"
"2419","DESTORNILLADOR PHILIPS 4380-150 IRIMO AZUL","89"
"2420","DIFUSOR CRISTAL P/ PRIMA / VEDETTE","7"
"2421","DIFUSOR CRISTAL P/ PRIMA / VEDETTE","7"
"2422","DIFUSOR CRISTAL P/ PRIMA / VEDETTE","7"
"2423","DILUYENTE P/ CEMENTO DE CONTACTO 500 CC","64"
"2424","DISCO CORTE O.A. 115X0.75X22.23 TYROLIT","20"
"2425","DISYUNTOR DIFERENCIAL + TERMICA BAW","40"
"2426","DISYUNTOR DIFERENCIAL + TERMICA  BAW","40"
"2427","DISYUNTOR DIFERENCIAL + TERMICA  BAW","40"
"2428","DISYUNTOR DIFERENCIAL + TERMICA  BAW","40"
"2429","DISYUNTOR DIFERENCIAL + TERMICA BAW","40"
"2430","DISYUNTOR DIFERENCIAL + TERMICA BAW","40"
"2431","DULUX PLS 2 PINES 9 W BLANCO NEUTRO G23","40"
"2432","EMBUTIDO REDONDO G9 CON VIDRIO SATINADO","1"
"2433","ESMALTE SINTeTICO TRIPLE ACCION 1 LITRO","96"
"2434","ESMALTE SINTeTICO SECADO RAPIDO 1 LITRO","96"
"2435","FAROL 129 LINEA 100 COLGANTE 24X11 CM","49"
"2436","FAROL 132 LINEA 100 COLGANTE 29X14 CM","49"
"2437","FAROL 329 LINEA 300 COLGANTE 30X18 CM","49"
"2438","FAROL 429 LINEA 400 COLGANTE 33X14 CM","49"
"2439","FAROL 529 LINEA 500 COLGANTE 33X22 CM","49"
"2440","FAROL 532 LINEA 500 COLGANTE 40X30 CM","49"
"2441","FAROL 629 LINEA 600 COLGANTE 35X29 CM","49"
"2442","FAROL 632 LINEA 600 COLGANTE 55X35 CM","49"
"2443","FAROL 729 COLGANTE 41 X 21 CM","49"
"2444","FAROL 732  COLGANTE 47 X 28 CM","49"
"2445","FAROL 829 COLGANTE 42 X 31 CM","49"
"2446","FAROL 832 COLGANTE 50 X 28 CM","49"
"2447","FAROL 929 COLGANTE 36 X 17 CM","49"
"2448","FAROL 932  COLGANTE 44 X 20 CM","49"
"2449","FENIX REFLECTOR CUADRADO 2XE27 ALUMINIO","7"
"2450","FICHA CONECTOR F MACHO C/ POLLERA RG 59","52"
"2451","FUSIBLE ACR NT000 36A - 100KA","40"
"2452","FUSIBLE ACR NT000 63A - 100KA","40"
"2453","FUSIBLE ACR  NT000  80A - 100KA","40"
"2454","ICARD - LLAVE INTERRUPTORA DE SEGURIDAD","15"
"2455","IGLU COLGANTE CRISTAL CON INTERIOR OPAL","27"
"2456","JULIA LINEA 1L. INCLUYE LAMPARAS. G9","18"
"2457","LAMPARA LED GU10 1.5W 220V 18 LED VERDE","79"
"2458","LAMPARA TABLERO DIBUJO CON LUPA Y MORZA","58"
"2459","LARA COLGANTE 6L C/TULIPA OPAL/SAT.E-14","27"
"2460","LINEA ANTIQUE APLIQUE 1 LUZ C/ CAIRELES","25"
"2461","LINEA ANTIQUE ARAÑA 3 LUCES C/ CAIRELES","25"
"2462","LINEA ANTIQUE ARAÑA 4 LUCES C/ CAIRELES","25"
"2463","LINEA ANTIQUE ARAÑA 5 LUCES C/ CAIRELES","25"
"2464","LINEA ANTIQUE ARAÑA 6 LUCES C/ CAIRELES","25"
"2465","LINEA CLASSIC APLIQUE 1 LUZ C/ CAIRELES","25"
"2466","LINEA CLASSIC ARAÑA 3 LUCES C/ CAIRELES","25"
"2467","LINEA CLASSIC ARAÑA 5 LUCES C/ CAIRELES","25"
"2468","LINEA ROMaNTICA APLIQUE 1 L ( CROMADO )","25"
"2469","LINEA ROMaNTICA APLIQUE 2 L ( CROMADO )","25"
"2470","LINEA ARMADA SPOT 2 TOMACORRIENTES-SPOT","71"
"2471","LINEA ARMADA SPOT 3 TOMACORRIENTES-SPOT","71"
"2472","LLAVE COMBINADA ACODADAS 5 MM L : 85 MM","100"
"2473","LLAVE COMBINADA ACODADAS 6 MM L : 92 MM","100"
"2474","LLAVE COMBINADA ACODADAS 7 MM L : 96 MM","100"
"2475","LOUVER BLANCO P/ BOXER - FOX 36 W NEGRO","7"
"2476","MEDIO PLAFON A 076 SAT / ROSA","79"
"2477","MINI-FOX APLIQUE DE PARED 1 X E27 NEGRO","7"
"2478","MINI-TORTUGA NET REDONDA.  G9","18"
"2479","MINI-TORTUGA SUN REDONDA  G9","18"
"2480","OJO DE BUEY REDONDO 15 MM 220 V - AMBAR","52"
"2481","OJO DE BUEY REDONDO 15 MM 220 V - VERDE","52"
"2482","POOL COLGANTE 1 LUZ VIDRIO NARANJA E-27","27"
"2483","PROYECTOR 2 LAMP. BAJO CONSUMO E27 IP65","9"
"2484","REGULADOR VENTILADOR DE TECHO - ELEMENT","5"
"2485","REX LaMPARA DE ESCRITORIO PLASTICO ROJA","27"
"2486","ROKER CAJA P/ TERMICA 16 BOCAS EXTERIOR","92"
"2487","ROKER CAJA P/ TERMICA 22 BOCAS EXTERIOR","92"
"2488","ROKER CAJA P/ TERMICA 28 BOCAS EXTERIOR","92"
"2489","SIERRA COPA BIMETAL. ACERO RAPIDO 20 MM","89"
"2490","SIERRA COPA BIMETAL. ACERO RAPIDO 25 MM","89"
"2491","SIERRA COPA BIMETAL. ACERO RAPIDO 32 MM","89"
"2492","SIERRA COPA BIMETAL. ACERO RAPIDO 38 MM","89"
"2493","SIERRA COPA BIMETAL. ACERO RAPIDO 50 MM","89"
"2494","SIERRA COPA BIMETAL. ACERO RAPIDO 73 MM","89"
"2495","SIRIA TORTUGA DE ALUMINIO GRANDE","7"
"2496","SOPORTE RIEL DIN 1 MODULO BARI - CIOCCA","23"
"2497","CARDANICO EMPOTRAR  AR111","18"
"2498","SUBTERRaNEO NORMALIZADO 3 X 120 + 70 MM","21"
"2499","SUBTERRaNEO NORMALIZADO 3 X 150 + 70 MM","21"
"2500","SUBTERRaNEO NORMALIZADO 3 X 185 + 95 MM","21"
"2501","TAPA JELUZ TAPA- BASTIDOR 5 X 10 BLANCO","57"
"2502","TAPA JELUZ TAPA- BASTIDOR 5 X 10 MARFIL","57"
"2503","TAPA REGINA JELUZ MIGNON NBO 5 X 5 AZUL MARINE","57"
"2504","TAPA JELUZ MIGNON NBO 5 X 5 VERDE URANO","57"
"2505","TAPA JELUZ RECTANGULAR NBO 10 X 5 NOGAL","57"
"2506","TAPA CAMBRE 4 MODULOS SIGLO 21 - CAMBRE","15"
"2507","TAPA BASTIDOR STANDARD 10X5 SPOT BLANCA","71"
"2508","TAPA MIGNON 2 MODULOS SIGLO XXII BLANCA","15"
"2509","TERMICA MERLIN GERIN TRIPOLAR 32 - 40 A","102"
"2510","TERMICA MERLIN GERIN TRIPOLAR 50 - 63 A","102"
"2511","TERMICA MERLIN GERIN UNIPOLAR 50 - 63 A","102"
"2512","TERMICA SIEMENS TRIPOLAR","102"
"2513","TERMICA SIEMENS TRIPOLAR","102"
"2514","TERMICA SIEMENS TRIPOLAR","102"
"2515","TERMICA SIEMENS TRIPOLAR","102"
"2516","TERMICA SIEMENS TRIPOLAR","102"
"2517","TERMICA SIEMENS TRIPOLAR","102"
"2518","TERMICA SIEMENS TRIPOLAR","102"
"2519","TERMICA SIEMENS UNIPOLAR","102"
"2520","TERMICA SIEMENS UNIPOLAR","102"
"2521","TERMICA SIEMENS UNIPOLAR","102"
"2522","TERMICA SIEMENS UNIPOLAR","102"
"2523","TERMICA SIEMENS UNIPOLAR","102"
"2524","TERMICA SIEMENS UNIPOLAR","102"
"2525","TERMICA SIEMENS UNIPOLAR","102"
"2526","TERMICA SIEMENS UNIPOLAR","102"
"2527","TERMINAL LATON HORQUILLA Nº 1350 4.2 MM","61"
"2528","TERMINAL LATON HORQUILLA Nº 1360 3.3 MM","61"
"2529","TERMINAL LATON PALA MACHO Nº 705 2.8 MM","61"
"2530","TERMINAL LATON PALA MACHO Nº 790 6.3 MM","61"
"2531","TERMINAL DE COBRE ESTAÑADO 4 MM SCC 4/1","61"
"2532","TERMINAL DE COBRE ESTAÑADO 4 MM SCC 4/2","61"
"2533","TERMINAL DE COBRE ESTAÑADO 6 MM SCC 6/1","61"
"2534","TERMINAL DE COBRE ESTAÑADO 6 MM SCC 6/2","61"
"2535","TESTER MULTIMETRO DIGITAL MODELO UT-20B","40"
"2536","TORTUGA OVAL - ALUMINIO- 60 W C/ VISERA","16"
"2537","TORTUGA ALUMINIO MX11 C/ REJA","79"
"2538","TORTUGA ALUMINIO OVALADA CHICA CON REJA","79"
"2539","TORTUGA PLASTICA OVALADA GDE. C/ VIDRIO","22"
"2540","TORTUGA POLIPROPILENO OVAL CON REJA E27","1"
"2541","TORTUGA RECTANGULAR C/ REJA","18"
"2542","TORTUGA RECTANGULAR S/ANILLOS","18"
"2543","TRANSFORMADOR MECANICO DICRO 12 V 100 W","101"
"2544","TRANSFORMADOR MECANICO DICRO 12 V 150 W","101"
"2545","TRANSFORMADOR MECANICO DICRO 12 V 200 W","101"
"2546","TRANSFORMADOR MECANICO DICRO 12 V 250 W","101"
"2547","TRANSFORMADOR MECANICO DICRO 12 V 300 W","101"
"2548","TRANSFORMADOR MECANICO DICRO 12 V 350 W","101"
"2549","TRANSFORMADOR MECANICO DICRO 12 V 400 W","101"
"2550","TRANSFORMADOR MECANICO DICRO 12 V 500 W","101"
"2551","TULIPA SPOT "" RAYE - PLIZADA "" SATINADA","41"
"2552","VARIADOR MANUAL LUZ INCANDESCENTE JELUZ","57"
"2553","VELADOR CAÑO TORSIONADO C/PANTALLA 9-25","36"
"2554","VINCI APLIQUE PARA CUADRO CABEZAL MOVIL","18"
"2555","ADAPTADOR P/ RIEL DIN 2 MODULOS - CAMBRE","15"
"2556","AEROSOL KRYLON PLASTICO NEGRO - 235 GR -","89"
"2557","ALICATE PELA CABLE INDUSTRIAL - 170 MM -","100"
"2558","ASHFORD FAROLA DE PISO P/EXT","7"
"2559","BATERIA REPUESTO PARA 9993119 18 V - 1 A","100"
"2560","BISEL - 1 PUNTO - BARI 45 - CIOCCA PLAST","24"
"2561","BISEL - TV TOMA - BARI 45 - CIOCCA PLAST","24"
"2562","BOLSA P/ ASPIRADORA MOD: 9994620.1 30LTS","32"
"2563","BORNERA PARA BAFLE 2 CONTACTOS A PRESION","52"
"2564","BREAD APLIQUE P/ E27 C/DIFUSOR POLICARB.","7"
"2565","CABLE ESPIRALADO 3 X 0.75 MM NORMALIZADO","7"
"2566","CAÑO POSTE 2 MTS. NEGRO PARA FAROL NEGRO","1"
"2567","COLGANTE GLOBO 8X15 CON FLEJE E27 BLANCO","1"
"2568","COLGANTE SATINADO 300 Ø BOMBe E27 BLANCO","1"
"2569","COMBINACION, TECLA DOBLE, BAUHAUS - GRIS","15"
"2570","CUADRO LUMINARIA EMPOTRAR E27","18"
"2571","CURVA ""T"" PLANA ROKER 18MM X 21MM","92"
"2572","CURVA ""T"" PLANA ROKER 20MM X 10MM","92"
"2573","CURVA ""T"" PLANA ROKER 20MM X 10MM","92"
"2574","CURVA ""T"" PLANA ROKER 40MM X 16MM","92"
"2575","CURVA ""T"" PLANA ROKER 40MM X 30MM","92"
"2576","CURVA 90º PLANA ROKER 18MM X 21MM","92"
"2577","CURVA 90º PLANA ROKER 20MM X 10MM","92"
"2578","CURVA 90º PLANA ROKER 20MM X 10MM","92"
"2579","CURVA 90º PLANA ROKER 40MM X 16MM","92"
"2580","CURVA 90º PLANA ROKER 40MM X 30MM","92"
"2581","DICROICA MP MINI 20 W 12 V 30 º GZ4 - MP","45"
"2582","DICROICA MP MINI 35 W 12 V 30 º GZ4 - MP","45"
"2583","DICROICA GU10 18 LEDS 1.5W BLANCO CALIDO","1"
"2584","DICROICA LED GU10 21PCS 220V BLANCO FRIO","54"
"2585","DIFUSOR SEMICIRCULAR LUPA LUPA NEGRO E27","33"
"2586","DIGITAL MAESTRO - BARI 45 - CIOCCA PLAST","23"
"2587","DILUYENTE P/ CEMENTO DE CONTACTO 1 LITRO","64"
"2588","DULUX PLS 2 PINES 11 W BLANCO NEUTRO G23","40"
"2589","ESMALTE SINTeTICO TRIPLE ACCION 4 LITROS","96"
"2590","ESMALTE SINTeTICO SECADO RAPIDO 4 LITROS","96"
